itemid	pLIax1zKPXRCdlnCOLHzy	IChfsjDJrJsfQDRVM9EAD	szG2cMaKkEtkY-V8dNQQU	l7GRxwpdjcWv8LSz2BlmV	cpyUkkJaPgvNbUQCb_z6e	Cghd2DGqBZpvfmqwFmd8z	bnWTWmxoqfafNDOrwqYVT	Adcwz0bdXvk6dvSCeN9xB	K7jbH86jW3DOVC9ElLn4z	A6WOvkJ7iVzFiSp6uftqC	8G9Iy7Dtj6ksL1ikYVmEp	createdAt	modifiedAt	createdBy	modifiedBy	isDeleted	todayTask	isMarked
75	25544	MIL004	MILLIPORESIGMA CANADA LTD	PO BOX 15477, STATION A	37 Penn Drive	2025-05-08 00:00:00	Net 30	SURJIT SINGH	316.97		[{"EWdBSDlm185GKpbReyvAx": "152", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "PERTISLIDES", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "129", "K7jbH86jW3DOVC9ElLn4z": "258", "y-8t3wTX5XUkrbbE3ZHpi": "2025-12-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005930-0"}, {"EWdBSDlm185GKpbReyvAx": "153", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "FREIGHT CHARGES", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "22.5", "K7jbH86jW3DOVC9ElLn4z": "22.5", "y-8t3wTX5XUkrbbE3ZHpi": "2025-12-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005930-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
76	25545	DET001	DETROIT AUTOMATIC TOOLING INC	12275 HURON RIVER DRIVE	37 Penn Drive	2025-05-08 00:00:00	NET 45 DAYS	SURJIT SINGH	290		[{"EWdBSDlm185GKpbReyvAx": "154", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "36T STOCK REEL SHOE FOR 1\"RA6", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "4", "m0XNzT9VELdAFFKfXZAYa": "50", "K7jbH86jW3DOVC9ElLn4z": "200", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}, {"EWdBSDlm185GKpbReyvAx": "155", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "51B FINGER PINS FOR 9/16,1\"RA6", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "30", "m0XNzT9VELdAFFKfXZAYa": "3", "K7jbH86jW3DOVC9ElLn4z": "90", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
77	25546	ULI001	ULINE	2425 MATHESON BLVD.EAST	37 Penn Drive	2025-05-08 00:00:00	NET 45 DAYS	SURJIT SINGH	463.3		[{"EWdBSDlm185GKpbReyvAx": "156", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "TAGS ORANGE COLOR", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "52", "K7jbH86jW3DOVC9ElLn4z": "104", "y-8t3wTX5XUkrbbE3ZHpi": "2025-06-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005660-0"}, {"EWdBSDlm185GKpbReyvAx": "157", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "STRAPING PROTECTOR", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "3", "m0XNzT9VELdAFFKfXZAYa": "102", "K7jbH86jW3DOVC9ElLn4z": "306", "y-8t3wTX5XUkrbbE3ZHpi": "2025-06-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005660-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
78	25547	CHA001	CHAMPION SCREW PRODUCTS	30419 BECK ROAD	37 Penn Drive	2025-05-08 00:00:00	NET 45 DAYS	SURJIT SINGH	382		[{"EWdBSDlm185GKpbReyvAx": "158", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "PICK OFF BEARING DFSS-24", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "292", "K7jbH86jW3DOVC9ElLn4z": "292", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005637-0"}, {"EWdBSDlm185GKpbReyvAx": "159", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "51-B FINGER PINS FOR 9/16,1\"RA", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "30", "m0XNzT9VELdAFFKfXZAYa": "3", "K7jbH86jW3DOVC9ElLn4z": "90", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
79	25548	HEA001	HEARTLAND SHIPPING	SUPPLIES INC.	37 Penn Drive	2025-05-08 00:00:00	NET 45 DAYS	SURJIT SINGH	1478.89		[{"EWdBSDlm185GKpbReyvAx": "160", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "VACUUM BAGS", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "15", "m0XNzT9VELdAFFKfXZAYa": "87.25", "K7jbH86jW3DOVC9ElLn4z": "1308.75", "y-8t3wTX5XUkrbbE3ZHpi": "2025-12-09 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005660-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
80	25549	LSI001	LABEL SOLUTIONS INC.	17 Scarborough Heights Blvd	37 Penn Drive	2025-05-08 00:00:00	NET 45 DAYS	SURJIT SINGH	349.49		[{"EWdBSDlm185GKpbReyvAx": "161", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "THERMAL TRANSFER LABELS", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "16", "m0XNzT9VELdAFFKfXZAYa": "19.33", "K7jbH86jW3DOVC9ElLn4z": "309.28", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005660-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
81	25550	NEW003	NEW MARKET PRODUCTS	9671 BACK STREE	37 Penn Drive	2025-05-08 00:00:00	Net 30	SURJIT SINGH	400		[{"EWdBSDlm185GKpbReyvAx": "162", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "CARTRIDGE", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "5", "m0XNzT9VELdAFFKfXZAYa": "80", "K7jbH86jW3DOVC9ElLn4z": "400", "y-8t3wTX5XUkrbbE3ZHpi": "00-00-00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005844-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
82	25551	PRE001	PRECISION COMPONENTS	220 Pritchard Road	37 Penn Drive	2025-05-08 00:00:00	NET 45 DAYS	NADIA	375.84		[{"EWdBSDlm185GKpbReyvAx": "163", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "9059-A-01-21 Insert", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "10", "m0XNzT9VELdAFFKfXZAYa": "33.26", "K7jbH86jW3DOVC9ElLn4z": "332.6", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-26 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005846-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
83	25552	MOO001	MOORE PACKAGING CORPORATION	191 JOHN STREET	37 Penn Drive	2025-06-08 00:00:00	NET 45 DAYS	SURJIT SINGH	761.73		[{"EWdBSDlm185GKpbReyvAx": "164", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "LAYER PADS 48\" X 48\"", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "300", "m0XNzT9VELdAFFKfXZAYa": "2.25", "K7jbH86jW3DOVC9ElLn4z": "674.1", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-13 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005660-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
84	25553	WOO002	WOODBRIDGE PALLET LTD	7200 MARTIN GROVE ROAD	37 Penn Drive	2025-06-08 00:00:00	NET 45 DAYS	SURJIT SINGH	1053.16		[{"EWdBSDlm185GKpbReyvAx": "165", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "WOODEN PALLETS", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "40", "m0XNzT9VELdAFFKfXZAYa": "19.55", "K7jbH86jW3DOVC9ElLn4z": "782", "y-8t3wTX5XUkrbbE3ZHpi": "2025-12-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005660-0"}, {"EWdBSDlm185GKpbReyvAx": "166", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "SHIPPING CHARGES", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "150", "K7jbH86jW3DOVC9ElLn4z": "150", "y-8t3wTX5XUkrbbE3ZHpi": "2025-12-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005660-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
85	25554	T&T001	T&T INDUSTRIAL SUPPLIES LTD	51 ROYSUN ROAD	37 Penn Drive	2025-06-08 00:00:00	NET 45 DAYS	SURJIT SINGH	255.38		[{"EWdBSDlm185GKpbReyvAx": "167", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "HAND PAPER TOWEL CENTRE PULL", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "5", "m0XNzT9VELdAFFKfXZAYa": "45.2", "K7jbH86jW3DOVC9ElLn4z": "226", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005591-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
86	25555	TRY001	TRYHARD INDUSTRIAL SUPPLY LTD.	1411 COURTNEYPARK DRIVE	37 Penn Drive	2025-06-08 00:00:00	NET 45 DAYS	SURJIT SINGH	74.65		[{"EWdBSDlm185GKpbReyvAx": "168", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "DRILL SIZE 7.90 MM", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "66.06", "K7jbH86jW3DOVC9ElLn4z": "66.06", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005842-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
87	25556	PAU002	PAUL WOLF ELECTRIC & LIGHTING	SUPPLY	37 Penn Drive	2025-06-08 00:00:00	NET 45 DAYS	NADIA	104.62		[{"EWdBSDlm185GKpbReyvAx": "169", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "TRS70R Fuse", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "6", "m0XNzT9VELdAFFKfXZAYa": "15.43", "K7jbH86jW3DOVC9ElLn4z": "92.58", "y-8t3wTX5XUkrbbE3ZHpi": "2025-12-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005638-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
88	25557	TRI001	TRIUMPH TOOL LTD	180 Trowers Road	37 Penn Drive	2025-06-08 00:00:00	NET 45 DAYS	NADIA	1832.58		[{"EWdBSDlm185GKpbReyvAx": "170", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "Regrind & Recoat Reamer", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "25", "m0XNzT9VELdAFFKfXZAYa": "64.87", "K7jbH86jW3DOVC9ElLn4z": "1621.75", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-29 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005810-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
89	25558	BAL001	OERLIKON BALZERS COATING USA	935 A SOUTHGATE DRIVE	37 Penn Drive	2025-07-08 00:00:00	NET 45 DAYS	NADIA	314.59		[{"EWdBSDlm185GKpbReyvAx": "171", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "9066 DRILL COATING", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "4", "m0XNzT9VELdAFFKfXZAYa": "11.4", "K7jbH86jW3DOVC9ElLn4z": "45.6", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-15 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005915-0"}, {"EWdBSDlm185GKpbReyvAx": "172", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "9059 FLAT DRILL COATING", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "7", "m0XNzT9VELdAFFKfXZAYa": "9.22", "K7jbH86jW3DOVC9ElLn4z": "64.54", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-15 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005915-0"}, {"EWdBSDlm185GKpbReyvAx": "173", "hhV29UwNDr85bFxTpw0pK": "3", "Gx1FM5LN2nct-_fLeLn63": "9055 REAMER COATING", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "8", "m0XNzT9VELdAFFKfXZAYa": "17.65", "K7jbH86jW3DOVC9ElLn4z": "141.2", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-15 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005915-0"}, {"EWdBSDlm185GKpbReyvAx": "174", "hhV29UwNDr85bFxTpw0pK": "4", "Gx1FM5LN2nct-_fLeLn63": "9080 2C INSERT W/O HOLE", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "3", "m0XNzT9VELdAFFKfXZAYa": "9.02", "K7jbH86jW3DOVC9ElLn4z": "27.06", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-15 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005915-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
90	25559	FAB001	FABRIS RETRABAJOS INDUSTRIALES	Av.POLIDUCTO 609,	37 Penn Drive	2025-07-08 00:00:00	NET 45 DAYS		117		[{"EWdBSDlm185GKpbReyvAx": "175", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "Inspection of 0204842718", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "9", "m0XNzT9VELdAFFKfXZAYa": "13", "K7jbH86jW3DOVC9ElLn4z": "117", "y-8t3wTX5XUkrbbE3ZHpi": "2025-07-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005540-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
91	25560	TRI001	TRIUMPH TOOL LTD	180 Trowers Road	37 Penn Drive	2025-07-08 00:00:00	NET 45 DAYS	NADIA	11357.63		[{"EWdBSDlm185GKpbReyvAx": "176", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "Solid Carbide Reamer", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "100", "m0XNzT9VELdAFFKfXZAYa": "100.51", "K7jbH86jW3DOVC9ElLn4z": "10051", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-15 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005810-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
92	25561	SPE003	SPECTRUM ABRASIVES LTD (CAD)	3687 NASHUA DRIVE	37 Penn Drive	2025-08-08 00:00:00	NET 45 DAYS	SURJIT SINGH	310.46		[{"EWdBSDlm185GKpbReyvAx": "177", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "VIBRATORY MEDIA COMPOUND", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "6", "m0XNzT9VELdAFFKfXZAYa": "45.79", "K7jbH86jW3DOVC9ElLn4z": "274.74", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-14 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005599-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
93	25562	P&A001	P & A CONVEYOR SALES	18999 QUARRY ROAD	37 Penn Drive	2025-08-08 00:00:00	NET 45 DAYS	SURJIT SINGH	508		[{"EWdBSDlm185GKpbReyvAx": "178", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "#23 WINSMITH GEAR", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "254", "K7jbH86jW3DOVC9ElLn4z": "508", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-14 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
94	25563	AMA001	AMAZON.CA	6363 MILLCREEK DRIVE	37 Penn Drive	2025-08-08 00:00:00	Net 30	SURJIT SINGH	40.12		[{"EWdBSDlm185GKpbReyvAx": "179", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "VINYL STRIP CURTAIN", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "2", "m0XNzT9VELdAFFKfXZAYa": "17.75", "K7jbH86jW3DOVC9ElLn4z": "35.5", "y-8t3wTX5XUkrbbE3ZHpi": "2025-11-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005590-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
95	25564	DET001	DETROIT AUTOMATIC TOOLING INC	12275 HURON RIVER DRIVE	37 Penn Drive	2025-08-08 00:00:00	NET 45 DAYS	SURJIT SINGH	285		[{"EWdBSDlm185GKpbReyvAx": "180", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "SPIRAL CAGE PUSHERS", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "5", "m0XNzT9VELdAFFKfXZAYa": "57", "K7jbH86jW3DOVC9ElLn4z": "285", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-28 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005920-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
96	25565	AMA001	AMAZON.CA	6363 MILLCREEK DRIVE	37 Penn Drive	2025-08-08 00:00:00	Net 30	SURJIT SINGH	28.1		[{"EWdBSDlm185GKpbReyvAx": "181", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "ROLL PIN PUNCH SET", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "24.87", "K7jbH86jW3DOVC9ElLn4z": "24.87", "y-8t3wTX5XUkrbbE3ZHpi": "2025-11-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005590-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
97	25566	CHA001	CHAMPION SCREW PRODUCTS	30419 BECK ROAD	37 Penn Drive	2025-08-08 00:00:00	NET 45 DAYS	SURJIT SINGH	370.62		[{"EWdBSDlm185GKpbReyvAx": "182", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "THREAD ROLL", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "250.62", "K7jbH86jW3DOVC9ElLn4z": "250.62", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-13 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005890-0"}, {"EWdBSDlm185GKpbReyvAx": "183", "hhV29UwNDr85bFxTpw0pK": "2", "Gx1FM5LN2nct-_fLeLn63": "COLLET RUBBERS FOR 9/16 RA6", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "N", "hnzgiQph-MXpYA4bowCiI": "6", "m0XNzT9VELdAFFKfXZAYa": "20", "K7jbH86jW3DOVC9ElLn4z": "120", "y-8t3wTX5XUkrbbE3ZHpi": "2025-08-13 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005632-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
98	25567	AMA001	AMAZON.CA	6363 MILLCREEK DRIVE	37 Penn Drive	2025-08-08 00:00:00	Net 30	SURJIT SINGH	56.49		[{"EWdBSDlm185GKpbReyvAx": "184", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "DIGITAL MICROMETER", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "49.99", "K7jbH86jW3DOVC9ElLn4z": "49.99", "y-8t3wTX5XUkrbbE3ZHpi": "2025-11-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005930-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
99	25568	AMA001	AMAZON.CA	6363 MILLCREEK DRIVE	37 Penn Drive	2025-08-08 00:00:00	Net 30	SURJIT SINGH	33.89		[{"EWdBSDlm185GKpbReyvAx": "185", "hhV29UwNDr85bFxTpw0pK": "1", "Gx1FM5LN2nct-_fLeLn63": "MOUNTING DREAM WALL BRACKET", "X_K-QEAdydBLh08Pf4FZY": "PC", "Fk4UvCUeIWcHJxTxGSQi9": "Y", "hnzgiQph-MXpYA4bowCiI": "1", "m0XNzT9VELdAFFKfXZAYa": "29.99", "K7jbH86jW3DOVC9ElLn4z": "29.99", "y-8t3wTX5XUkrbbE3ZHpi": "2025-11-08 00:00:00", "rJemAZd-lVI-rRjTqTe05": "8224", "W6qlf2mHG_WyKim70kowj": "010-005590-0"}]	2025-11-13T08:24:39Z	NULL	1	0	1	1	0
